name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3980000,260000,10000,660000,4910000,88,29,8,121,EA Sports,E
Diddy Kong Racing,N64,1997,Racing,Nintendo,2910000,990000,890000,100000,4880000,,,,,,
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4870000,0,4870000,,,,,,
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2600000,1080000,810000,380000,4870000,,,,,,
Dr. Mario,NES,1990,Puzzle,Nintendo,2620000,600000,1520000,100000,4850000,,,,,,
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2570000,1680000,0,580000,4840000,93,82,8.2,3052,Blizzard Entertainment,T
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1910000,2000000,90000,820000,4820000,81,40,7.3,769,Ubisoft Montreal,M
God of War III,PS3,2010,Action,Sony Computer Entertainment,2740000,1330000,120000,610000,4800000,92,101,8.7,2633,SCE Santa Monica,M
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2570000,1570000,440000,210000,4790000,88,20,9,233,Naughty Dog,E
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2830000,1480000,0,450000,4760000,80,9,5.4,46,TT Fusion,E
Driver 2,PS,2000,Action,Atari,2360000,2100000,20000,250000,4730000,62,14,7.7,92,Reflections Interactive,T
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2990000,1270000,40000,420000,4730000,94,87,8.7,1472,Rocksteady Studios,T
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1880000,2000000,70000,770000,4710000,,,,,,
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1730000,2190000,0,790000,4700000,,,,,,
Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3050000,1410000,20000,200000,4680000,98,19,7.7,299,Neversoft Entertainment,T
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1940000,1950000,80000,700000,4670000,82,32,8.2,78,Stormfront Studios,T
Tomb Raider,PS,1996,Action,Eidos Interactive,2290000,1970000,130000,240000,4630000,91,13,8.6,147,Core Design Ltd.,T
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1820000,1120000,1320000,360000,4620000,73,50,7.6,119,Nintendo,E
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2070000,1710000,80000,760000,4620000,86,78,8.1,1264,Bluepoint Games,T
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2420000,910000,1150000,130000,4610000,,,,,,
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2600000,990000,890000,130000,4600000,96,80,8.9,968,Nintendo,E
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3040000,1110000,0,430000,4600000,86,36,8.4,87,Vicarious Visions,T
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1800000,1390000,1110000,290000,4590000,86,74,8.4,458,Next Level Games,E
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2080000,1970000,60000,460000,4570000,91,83,8.2,617,Turn 10,E
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1870000,1960000,220000,480000,4530000,,,,,,
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4180000,260000,10000,80000,4530000,91,30,7.9,78,EA Tiburon,E
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3190000,910000,10000,420000,4530000,85,69,7.9,165,Neversoft Entertainment,T
Pitfall!,2600,1981,Platform,Activision,4210000,240000,0,50000,4500000,,,,,,
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3630000,240000,10000,610000,4490000,84,29,8.2,39,EA Sports,E
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2780000,1270000,30000,410000,4480000,84,101,6.4,2438,343 Industries,T
Spider-Man: The Movie,PS2,2002,Action,Activision,2710000,1510000,30000,230000,4480000,76,25,7.9,41,Treyarch,E
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,200000,140000,4100000,20000,4470000,,,,,,
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1610000,2000000,150000,710000,4460000,77,82,3.4,1129,Infinity Ward,M
God of War,PS2,2005,Action,Sony Computer Entertainment,2710000,1290000,20000,430000,4450000,94,75,8.9,997,SCE Santa Monica,M
Splatoon,WiiU,2015,Shooter,Nintendo,1540000,1180000,1460000,260000,4430000,81,88,8.5,1184,Nintendo,E10+
Nintendo Land,WiiU,2012,Misc,Nintendo,2520000,1110000,460000,330000,4420000,77,61,7.9,471,Nintendo,E10+
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2660000,1290000,10000,460000,4410000,97,34,7.5,298,Neversoft Entertainment,T
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,100000,2390000,1050000,860000,4390000,86,19,8.9,33,Konami,E
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2820000,1030000,130000,400000,4380000,94,90,8.7,1109,Bethesda Softworks,M
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2190000,500000,1610000,80000,4380000,,,,,,
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2030000,1790000,80000,470000,4370000,82,36,9.1,137,EA Canada,T
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2640000,1330000,10000,390000,4360000,56,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",E10+
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1560000,1930000,190000,680000,4360000,,,4.8,207,High Moon Studios,M
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1740000,1720000,140000,750000,4340000,86,70,8.1,715,Insomniac Games,M
Sonic the Hedgehog,GEN,1991,Platform,Sega,3030000,910000,260000,130000,4340000,,,,,,
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2200000,580000,1380000,170000,4330000,87,64,9,766,Square Enix,E10+
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2090000,1310000,620000,310000,4330000,,,,,,
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2110000,1160000,730000,320000,4320000,93,83,9,1607,Nintendo,E
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1480000,2020000,140000,680000,4320000,,,,,,
Asteroids,2600,1980,Shooter,Atari,4000000,260000,0,50000,4310000,,,,,,
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2770000,1110000,0,400000,4290000,,,4.9,221,High Moon Studios,M
FIFA 15,PS3,2014,Sports,Electronic Arts,580000,3020000,40000,640000,4280000,,,4.5,109,EA Sports,E
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2510000,1240000,110000,410000,4270000,89,95,6.5,2423,Lionhead Studios,M
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3000000,1110000,50000,70000,4240000,79,10,7.3,6,Mass Media,E
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2240000,1310000,70000,610000,4230000,91,70,8.9,1122,Rocksteady Studios,T
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1460000,0,830000,1930000,4230000,91,68,9.3,955,KCEJ,M
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1410000,2010000,100000,700000,4220000,80,39,7.5,613,Ubisoft Montreal,M
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2510000,1320000,10000,380000,4220000,88,39,6.2,1749,Bethesda Game Studios,M
FIFA 14,X360,2013,Sports,Electronic Arts,920000,2890000,10000,400000,4220000,84,41,4.2,435,EA Canada,E
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2450000,1010000,0,750000,4210000,85,59,8.7,109,Ready at Dawn,E10+
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1700000,2270000,0,230000,4210000,,,,,,
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,780000,2550000,40000,840000,4210000,80,32,7.8,47,EA Canada,E
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,880000,2300000,200000,830000,4200000,80,32,7.5,22,"SCEE, Zoe Mode",E
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1280000,1820000,570000,520000,4190000,80,67,7.1,120,Polyphony Digital,E
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2250000,1470000,40000,430000,4190000,80,77,7.2,564,Ubisoft Montreal,M
FIFA 12,X360,2011,Sports,Electronic Arts,840000,2780000,20000,530000,4180000,,,,,,
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3380000,440000,310000,40000,4170000,,,,,,
Street Fighter IV,PS3,2009,Fighting,Capcom,2030000,1040000,580000,520000,4160000,94,61,7.3,330,Capcom,T
Excitebike,NES,1984,Racing,Nintendo,2040000,480000,1570000,70000,4160000,,,,,,
Frogger,PS,1997,Action,Hasbro Interactive,3790000,270000,0,110000,4160000,,,,,,
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3360000,210000,10000,560000,4140000,95,25,7.7,65,EA Sports,E
Half-Life,PC,1997,Shooter,Vivendi Games,4030000,0,90000,0,4120000,96,24,9.1,3161,Valve Software,M
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1650000,610000,1760000,90000,4120000,,,,,,
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,710000,2480000,30000,890000,4110000,,,,,,
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1420000,510000,2100000,70000,4100000,,,,,,
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2570000,1520000,0,0,4090000,91,46,7.9,785,Blizzard Entertainment,T
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1100000,2150000,210000,610000,4080000,88,31,8.4,809,EA DICE,M
God of War II,PS2,2007,Action,Sony Computer Entertainment,2320000,40000,40000,1670000,4070000,93,70,8.9,709,SCE Santa Monica,M
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,120000,2260000,900000,770000,4060000,,,8.2,23,Konami,E
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2660000,1030000,40000,330000,4050000,84,81,8.1,769,Obsidian Entertainment,M
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2350000,1270000,30000,410000,4050000,90,66,8.3,381,Turn 10,E
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2120000,1470000,50000,420000,4050000,56,27,6,44,Cat Daddy Games,E
Watch Dogs,PS4,2014,Action,Ubisoft,1400000,1900000,110000,640000,4050000,80,80,6.3,2996,Ubisoft Montreal,M
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2280000,1550000,160000,60000,4050000,,,,,,
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1680000,1510000,510000,350000,4050000,85,25,8.5,117,Namco,T
Far Cry 4,PS4,2014,Shooter,Ubisoft,1130000,2180000,100000,630000,4040000,85,83,7.7,1653,Ubisoft Montreal,M
Star Fox 64,N64,1997,Shooter,Nintendo,2780000,580000,640000,40000,4030000,,,,,,
Golf,NES,1984,Sports,Nintendo,1220000,280000,2460000,40000,4010000,,,,,,
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2080000,1350000,0,540000,3980000,61,21,tbd,,Digital Eclipse,E10+
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2670000,870000,50000,380000,3970000,89,76,8.6,681,Valve Software,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1020000,2130000,230000,590000,3970000,92,79,9.2,10179,CD Projekt Red Studio,M
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1190000,2070000,80000,620000,3960000,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1530000,1690000,100000,640000,3950000,87,89,7.6,2679,Rocksteady Studios,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2030000,1160000,370000,380000,3950000,93,81,8,1958,Nintendo,E10+
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2150000,1130000,70000,590000,3940000,90,57,8,910,Bethesda Game Studios,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,900000,1760000,920000,370000,3940000,84,65,8.8,72,Level 5,E10+
Donkey Kong Land,GB,1994,Platform,Nintendo,1970000,760000,1070000,110000,3910000,,,,,,
EA Sports Active,Wii,2009,Sports,Electronic Arts,2090000,1350000,60000,400000,3900000,81,27,8.7,39,EA Canada,E
Tony Hawk's Underground,PS2,2003,Sports,Activision,2290000,1170000,10000,420000,3900000,90,38,8.7,121,Neversoft Entertainment,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,680000,480000,2620000,110000,3890000,86,80,8.7,348,Capcom,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1160000,2120000,0,600000,3880000,94,32,8.1,9073,Bethesda Game Studios,M
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2490000,660000,30000,690000,3880000,87,51,6.7,364,Visual Concepts,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,930000,1940000,310000,700000,3870000,88,62,8.6,229,Namco,T
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,100000,0,3770000,0,3870000,,,,,,
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1530000,1600000,60000,670000,3870000,84,9,7.4,220,Evolution Studios,T
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1440000,1410000,730000,270000,3850000,,,,,,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,160000,1890000,1120000,680000,3850000,91,26,9.1,38,KCET,E
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2130000,1120000,100000,500000,3840000,76,64,7.9,104,"SCEA, Zindagi Games",E10+
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2120000,1440000,220000,60000,3840000,,,,,,
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2210000,960000,540000,130000,3830000,,,,,,
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1780000,1430000,50000,570000,3830000,78,49,3.7,1564,Infinity Ward,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,860000,1560000,1050000,350000,3830000,59,22,4,4,"Nintendo, Namco Bandai Games",E
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1350000,1700000,150000,600000,3800000,80,64,7,2219,Massive Entertainment,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1050000,1910000,410000,420000,3790000,68,33,6.9,39,Nintendo,E
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1820000,1240000,470000,250000,3770000,,,,,,
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2230000,470000,810000,260000,3770000,,,,,,
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2400000,1010000,0,360000,3760000,77,60,7.5,66,Traveller's Tales,E10+
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2030000,1560000,0,170000,3760000,79,21,8,29,Maxis,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1400000,1390000,100000,860000,3740000,,,,,,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1370000,2000000,140000,220000,3730000,64,11,7.5,41,Argonaut Games,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1120000,1870000,270000,450000,3720000,,,,,,
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1300000,770000,1540000,110000,3720000,,,,,,
Super Paper Mario,Wii,2007,Platform,Nintendo,1950000,860000,590000,310000,3710000,85,56,7.9,417,Intelligent Systems,E
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1930000,1580000,0,190000,3710000,91,15,8.8,207,Insomniac Games,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1330000,1680000,130000,570000,3710000,88,36,8.1,840,Ubisoft,M
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,580000,2480000,40000,590000,3700000,81,27,7.6,56,EA Canada,E
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1490000,730000,1380000,100000,3700000,,,,,,
Friend Collection,DS,2009,Misc,Nintendo,0,0,3670000,0,3670000,,,,,,
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2130000,1180000,10000,350000,3670000,94,27,8.5,128,Neversoft Entertainment,T
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2040000,1280000,20000,320000,3660000,,,,,,
MySims,DS,2007,Simulation,Electronic Arts,1580000,1590000,80000,410000,3660000,67,15,7.3,13,TOSE,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1650000,1210000,0,790000,3650000,74,34,8.4,31,Rockstar Leeds,E10+
Banjo-Kazooie,N64,1998,Platform,Nintendo,1870000,1130000,550000,100000,3650000,,,,,,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2530000,810000,60000,240000,3650000,82,42,7.9,82,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2080000,1090000,150000,330000,3640000,90,35,8.7,312,Naughty Dog,E
Pokemon Snap,N64,1999,Simulation,Nintendo,2230000,680000,660000,60000,3630000,,,,,,
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,50000,0,640000,2930000,3630000,82,10,7.9,38,Konami,E
Resident Evil 4,PS2,2005,Action,Capcom,2080000,830000,460000,250000,3620000,96,38,8.9,1013,Capcom,M
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2320000,960000,0,340000,3620000,86,18,7.6,71,Vicarious Visions,T
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,600000,2450000,50000,520000,3620000,91,56,7.6,203,EA Sports,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1930000,1220000,30000,440000,3610000,82,36,8.7,142,Pandemic Studios,T
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2050000,1400000,0,160000,3610000,,,,,,
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2020000,1170000,0,420000,3610000,64,23,7.7,32,Fox Interactive,T
Luigi's Mansion,GC,2001,Action,Nintendo,2380000,670000,460000,100000,3600000,78,34,8.5,161,Nintendo,E
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1350000,1550000,170000,510000,3590000,85,18,6.9,1580,EA DICE,M
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2180000,1020000,30000,370000,3590000,84,30,9,268,Pandemic Studios,T
Just Dance 2014,Wii,2013,Misc,Ubisoft,1880000,1390000,0,310000,3590000,,,6.2,10,Ubisoft,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1600000,1490000,100000,390000,3580000,70,39,8,9,Office Create,E
WWF SmackDown!,PS,2000,Fighting,THQ,2010000,1350000,60000,160000,3580000,,,,,,
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1570000,1790000,0,200000,3560000,,,,,,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1560000,1400000,70000,500000,3540000,78,49,7.8,112,Rockstar Leeds,M
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1230000,1770000,50000,490000,3540000,72,49,6.8,88,Team Soho,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1660000,1580000,120000,180000,3540000,,,,,,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1900000,1130000,100000,410000,3530000,72,27,7.9,48,EA Redwood Shores,T
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1980000,1140000,10000,410000,3530000,,,,,,
Rugrats in Paris: The Movie,PS,2000,Action,THQ,1960000,1330000,0,230000,3520000,,,,,,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,710000,2390000,20000,400000,3520000,88,66,7.5,155,EA Sports,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2140000,1210000,10000,170000,3520000,,,,,,
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2660000,490000,50000,300000,3510000,89,67,7.9,1309,Certain Affinity,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1170000,500000,1750000,80000,3510000,,,,,,
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2270000,900000,0,330000,3500000,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
Kung Fu,NES,1985,Action,Nintendo,1640000,380000,1420000,60000,3500000,,,,,,
Resident Evil 5,X360,2009,Action,Capcom,2110000,930000,120000,340000,3500000,83,91,7.5,523,Capcom,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2850000,380000,30000,240000,3490000,89,81,8.3,693,Ubisoft Montreal,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1300000,1420000,270000,500000,3490000,80,14,5.8,579,EA DICE,M
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2200000,950000,20000,310000,3480000,92,78,8.7,1080,Rocksteady Studios,T
Battlefield 4,X360,2013,Shooter,Electronic Arts,2150000,1010000,20000,310000,3480000,79,21,5.6,542,EA DICE,M
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2100000,1010000,40000,320000,3470000,88,75,8.6,869,EA DICE,M
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1210000,1620000,270000,370000,3460000,,,,,,
Guitar Hero: On Tour,DS,2008,Misc,Activision,2100000,1010000,10000,350000,3460000,71,70,8.8,29,Vicarious Visions,E10+
Clubhouse Games,DS,2006,Misc,Nintendo,590000,1790000,730000,340000,3450000,83,30,8.4,28,Agenda,E
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3440000,0,3440000,,,,,,
Borderlands,X360,2009,Shooter,Take-Two Interactive,2400000,710000,30000,290000,3440000,84,83,8.2,715,Gearbox Software,M
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1550000,1270000,330000,290000,3440000,79,23,8.3,126,Namco,T
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,860000,0,2550000,20000,3420000,,,,,,
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1130000,2070000,0,220000,3420000,70,15,8,67,DMA Design,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1090000,1360000,490000,480000,3410000,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
Spider-Man 2,PS2,2004,Action,Activision,1750000,1200000,20000,430000,3410000,80,50,8.9,106,Treyarch,T
F-1 Race,GB,1990,Racing,Nintendo,1730000,690000,590000,400000,3410000,,,,,,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,460000,2280000,50000,610000,3400000,88,15,6.7,35,EA Canada,E
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1830000,1050000,60000,460000,3390000,91,86,8.4,657,Media Molecule,E
